timestamp,theta_neck
16:06:16.486,0.82
16:06:16.800,0.84
16:06:17.114,0.87
16:06:17.428,0.87
16:06:17.742,0.87
16:06:18.056,0.88
16:06:18.370,0.84
16:06:18.684,0.82
16:06:18.998,0.81
16:06:19.312,0.78
16:06:19.626,0.81
16:06:19.940,0.81
16:06:20.254,4.52
16:06:20.568,3.15
16:06:20.882,11.87
16:06:21.196,14.73
16:06:21.510,12.34
16:06:21.824,0.81
16:06:22.138,19.89
16:06:22.452,11.43
16:06:22.766,0.87
16:06:23.080,0.81
16:06:23.394,0.79
16:06:23.708,0.71
16:06:24.022,0.78
16:06:24.336,8.84
16:06:24.650,0.79
16:06:24.964,1.14
16:06:25.278,0.77
16:06:25.592,0.73
